ProlificID,SyntheticPersonID,AttnCheck,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Condition
P000053,7581,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,10943,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Extremely harmful,Health
P000053,16266,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,17420,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,13490,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,9138,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,16220,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,2627,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,7684,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,17624,Get rid of the horrible person in leadership...take down the oligarchy,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,13789,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,8587,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,16972,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,19303,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,19342,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,10703,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,19321,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,10153,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,14832,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,14517,Green,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,5311,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,18771,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,12138,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,18228,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,5142,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,11325,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,18965,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000053,16629,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,7581,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,10943,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Extremely harmful,Health
P000054,16266,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,17420,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health
P000054,13490,,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Extremely harmful,Very harmful,Extremely harmful,Extremely harmful,Health
P000054,9138,,Extremely harmful,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Extremely harmful,Health
P000054,16220,,Extremely harmful,Very harmful,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Extremely harmful,Very harmful,Health
P000054,2627,,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,7684,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,17624,Hope for change.,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,13789,,Extremely harmful,Very harmful,Extremely harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,8587,,Extremely harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,16972,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,19303,,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,19342,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,10703,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,19321,,Extremely harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Extremely harmful,Health
P000054,10153,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Extremely harmful,Health
P000054,14832,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,14517,Green,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Extremely harmful,Health
P000054,5311,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,18771,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Extremely harmful,Very harmful,Health
P000054,12138,,Extremely harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Extremely harmful,Health
P000054,18228,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Extremely harmful,Extremely harmful,Health
P000054,5142,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Health
P000054,11325,,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,18965,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000054,16629,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Extremely harmful,Very harmful,Health
P000055,7581,,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health
P000055,10943,,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health
P000055,16266,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health
P000055,17420,,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Very harmful,Health
P000055,13490,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Very harmful,Health
P000055,9138,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health
P000055,16220,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health
P000055,2627,,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health
P000055,7684,,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health
P000055,17624,fix the economy,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Health
P000055,13789,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health
P000055,8587,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health
P000055,16972,,Slightly harmful,Very harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Very harmful,Health
P000055,19303,,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000055,19342,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Very harmful,Health
P000055,10703,,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000055,19321,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Health
P000055,10153,,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000055,14832,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000055,14517,Green,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000055,5311,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health
P000055,18771,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000055,12138,,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000055,18228,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Very harmful,Health
P000055,5142,,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Not at all harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000055,11325,,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Health
P000055,18965,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000055,16629,,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000056,7581,,Slightly harmful,Not at all harmful,Moderately harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health
P000056,10943,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health
P000056,16266,,Slightly harmful,Not at all harmful,Slightly harmful,Not at all harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Health
P000056,17420,,Not at all harmful,Not at all harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Health
P000056,13490,,Slightly harmful,Moderately harmful,Very harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Moderately harmful,Health
P000056,9138,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Health
P000056,16220,,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Very harmful,Health
P000056,2627,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Health
P000056,7684,,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health
P000056,17624,Save the Country,Very harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000056,13789,,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health
P000056,8587,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000056,16972,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health
P000056,19303,,Very harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000056,19342,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000056,10703,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Health
P000056,19321,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Health
P000056,10153,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Health
P000056,14832,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000056,14517,Green,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health
P000056,5311,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Health
P000056,18771,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Health
P000056,12138,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Health
P000056,18228,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Health
P000056,5142,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health
P000056,11325,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Health
P000056,18965,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health
P000056,16629,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health
P000057,6534,,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Extremely harmful,Extremely harmful,Moderately harmful,Financial
P000057,3650,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Financial
P000057,19272,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Financial
P000057,7050,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Financial
P000057,10993,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Extremely harmful,Extremely harmful,Financial
P000057,13736,,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Very harmful,Very harmful,Financial
P000057,11963,,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Financial
P000057,13407,,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Very harmful,Financial
P000057,3953,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
P000057,4491,Reduce inflation,Very harmful,Slightly harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Financial
P000057,13352,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Financial
P000057,3639,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Financial
P000057,17987,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
P000057,2769,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Financial
P000057,3102,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
P000057,8879,,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Financial
P000057,13431,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Financial
P000057,12335,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
P000057,3076,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
P000057,16503,Green,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Financial
P000057,8573,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
P000057,13132,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Financial
P000057,12692,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Financial
P000057,18875,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Moderately harmful,Slightly harmful,Financial
P000057,5419,,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Not at all harmful,Not at all harmful,Moderately harmful,Slightly harmful,Financial
P000057,8198,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Financial
P000057,1277,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Financial
P000057,13077,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Financial
P000058,6534,,Slightly harmful,Not at all harmful,Not at all harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Moderately harmful,Financial
P000058,3650,,Moderately harmful,Not at all harmful,Slightly harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Financial
P000058,19272,,Slightly harmful,Not at all harmful,Not at all harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
P000058,7050,,Very harmful,Slightly harmful,Slightly harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
P000058,10993,,Slightly harmful,Not at all harmful,Not at all harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Financial
P000058,13736,,Moderately harmful,Not at all harmful,Slightly harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
P000058,11963,,Slightly harmful,Not at all harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Financial
P000058,13407,,Moderately harmful,Not at all harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Financial
P000058,3953,,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
P000058,4491,Reduce taxes,Very harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
P000058,13352,,Very harmful,Slightly harmful,Slightly harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Financial
P000058,3639,,Moderately harmful,Not at all harmful,Not at all harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Financial
P000058,17987,,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Financial
P000058,2769,,Very harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Financial
P000058,3102,,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Financial
P000058,8879,,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Financial
P000058,13431,,Slightly harmful,Slightly harmful,Not at all harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Financial
P000058,12335,,Slightly harmful,Not at all harmful,Not at all harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Financial
P000058,3076,,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Financial
P000058,16503,Green,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Financial
P000058,8573,,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Very harmful,Financial
P000058,13132,,Moderately harmful,Slightly harmful,Not at all harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Financial
P000058,12692,,Moderately harmful,Slightly harmful,Not at all harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Financial
P000058,18875,,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Financial
P000058,5419,,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Financial
P000058,8198,,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Financial
P000058,1277,,Slightly harmful,Very harmful,Not at all harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Financial
P000058,13077,,Extremely harmful,Slightly harmful,Slightly harmful,Extremely harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Financial
P000059,5365,,Moderately harmful,Very harmful,Very harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Control
P000059,9807,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Control
P000059,16538,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Control
P000059,15373,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Extremely harmful,Control
P000059,2655,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Control
P000059,18812,,Very harmful,Very harmful,Extremely harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control
P000059,9035,,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Control
P000059,8825,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control
P000059,16046,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control
P000059,16968,I hope they lower inflation especially for food and necessities.,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control
P000059,2962,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control
P000059,19822,,Very harmful,Extremely harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control
P000059,18458,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control
P000059,11437,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control
P000059,10280,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control
P000059,17116,,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Control
P000059,13118,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control
P000059,9279,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control
P000059,8792,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Control
P000059,19733,Green,Very harmful,Extremely harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control
P000059,18625,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Control
P000059,4028,,Very harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control
P000059,16273,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control
P000059,1684,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Control
